patternID,endDate,actualReturn,mean,variance,median,upside,downside,#searchResults
SP500,2005-05-04,-0.0038617,0.0019631,0.0003049,0.0032166,0.0170199,-0.0154237,600
SP500,2008-03-26,0.0196849,0.0005803,0.0003543,0.0017665,0.0175067,-0.0187886,600
SP500,2011-03-28,0.0173105,-0.0001110,0.0002884,0.0013567,0.0138337,-0.0184547,600
SP500,2009-07-10,0.0696712,0.0009324,0.0009740,0.0021868,0.0276213,-0.0250108,600
SP500,2000-04-25,-0.0210837,0.0016648,0.0004487,0.0032166,0.0197698,-0.0180323,600
SP500,2010-08-12,-0.0073643,0.0029184,0.0004714,0.0038515,0.0233260,-0.0202488,600
SP500,2005-08-01,-0.0098919,0.0002200,0.0002163,0.0017134,0.0131934,-0.0143252,600
SP500,2005-07-12,0.0058419,0.0018310,0.0002423,0.0042550,0.0153362,-0.0154714,600
SP500,2010-06-10,0.0268669,0.0033835,0.0004673,0.0038822,0.0252691,-0.0177920,600
SP500,2008-03-31,0.0376806,0.0009006,0.0004449,0.0020936,0.0207270,-0.0191925,600
SP500,2001-12-04,-0.0070231,0.0031740,0.0003154,0.0041467,0.0194588,-0.0146568,600
SP500,2003-03-10,0.0684971,-0.0001766,0.0003867,-0.0006594,0.0187590,-0.0203725,600
SP500,2008-12-29,0.0750846,0.0007965,0.0008290,0.0013346,0.0263348,-0.0248833,600
SP500,2004-01-27,-0.0070102,0.0017136,0.0002249,0.0036746,0.0148127,-0.0148964,600
SP500,2005-10-24,0.0063616,0.0018895,0.0002351,0.0033843,0.0155279,-0.0139718,600
SP500,2000-10-18,0.0169656,0.0034545,0.0006312,0.0042582,0.0269269,-0.0208651,600
SP500,2009-03-02,-0.0346594,0.0034618,0.0011945,0.0039369,0.0326043,-0.0239544,600
SP500,2007-08-31,-0.0151222,0.0008605,0.0002989,0.0024178,0.0164072,-0.0177843,600
SP500,2007-01-09,0.0131081,0.0017131,0.0002666,0.0023608,0.0180070,-0.0158551,600
SP500,2001-10-22,-0.0106432,0.0023425,0.0003864,0.0028610,0.0195892,-0.0169705,600
SP500,2007-09-07,0.0211207,0.0002995,0.0004094,0.0016530,0.0187122,-0.0191364,600
SP500,2004-02-23,0.0131289,0.0024279,0.0002856,0.0030605,0.0189425,-0.0162739,600
SP500,2000-12-14,-0.0492718,0.0015936,0.0003875,0.0023758,0.0210822,-0.0190270,600
SP500,2004-06-17,0.0075968,0.0017763,0.0002907,0.0028535,0.0172698,-0.0159242,600
SP500,2011-03-08,-0.0302234,0.0019724,0.0002295,0.0037116,0.0156600,-0.0143014,600
SP500,2008-07-07,-0.0191726,0.0014815,0.0011000,0.0034571,0.0280697,-0.0255311,600
SP500,2002-01-08,-0.0125096,0.0014392,0.0002732,0.0020676,0.0155556,-0.0145733,600
SP500,2004-06-30,-0.0278128,0.0013505,0.0002411,0.0024145,0.0155367,-0.0139580,600
SP500,2000-09-26,-0.0005255,0.0011366,0.0003522,0.0017794,0.0188423,-0.0185489,600
SP500,2010-05-12,-0.0483242,0.0022687,0.0010187,0.0040556,0.0301288,-0.0270930,600
SP500,2010-11-05,-0.0217319,0.0001699,0.0003010,0.0027647,0.0147794,-0.0184580,600
SP500,2006-02-17,0.0053448,0.0014229,0.0002151,0.0027170,0.0143649,-0.0142857,600
SP500,2001-01-17,0.0261985,0.0022257,0.0002436,0.0042743,0.0147772,-0.0145462,600
SP500,2011-05-11,-0.0010431,0.0021600,0.0003775,0.0026052,0.0198949,-0.0170989,600
SP500,2005-06-24,0.0024086,0.0017461,0.0002811,0.0019492,0.0188884,-0.0157453,600
SP500,2005-06-01,-0.0062800,0.0017190,0.0001799,0.0029536,0.0131934,-0.0123409,600
SP500,2002-03-21,-0.0053745,0.0017496,0.0003104,0.0014998,0.0204804,-0.0170613,600
SP500,2006-08-16,-0.0018836,0.0006006,0.0002744,0.0010161,0.0155902,-0.0152748,600
SP500,2002-10-14,0.0692622,0.0018504,0.0005952,0.0033283,0.0224121,-0.0221133,600
SP500,2003-02-21,-0.0082766,0.0012095,0.0002913,0.0026407,0.0158228,-0.0158538,600
SP500,2007-12-21,-0.0108457,0.0044078,0.0004338,0.0047994,0.0231241,-0.0159242,600
SP500,2010-08-06,-0.0377929,0.0015990,0.0002568,0.0029574,0.0148127,-0.0141071,600
SP500,2007-03-07,-0.0034483,0.0013088,0.0008926,0.0022304,0.0269269,-0.0250108,600
SP500,2004-08-04,-0.0207895,0.0017403,0.0002450,0.0034704,0.0154752,-0.0150404,600
SP500,2006-04-24,-0.0022323,0.0014140,0.0002314,0.0028318,0.0147365,-0.0135221,600
SP500,2003-02-06,-0.0247927,0.0000729,0.0003883,0.0017454,0.0178356,-0.0206526,600
SP500,2004-03-03,-0.0235789,0.0012574,0.0002061,0.0022991,0.0136416,-0.0133516,600
SP500,2008-04-08,-0.0227822,0.0002142,0.0004200,0.0020962,0.0196028,-0.0211465,600
SP500,2002-12-16,-0.0143014,0.0036821,0.0002501,0.0044262,0.0189514,-0.0135621,600
SP500,2003-12-22,0.0152800,0.0028042,0.0001955,0.0038378,0.0149905,-0.0121128,600
SP500,2011-01-03,-0.0016668,0.0017104,0.0001743,0.0026957,0.0125572,-0.0129746,600
SP500,2005-05-06,-0.0147692,0.0012803,0.0002184,0.0020137,0.0149977,-0.0144355,600
SP500,2004-05-13,-0.0066123,0.0025321,0.0004599,0.0028771,0.0236169,-0.0196783,600
SP500,2008-11-06,0.0070838,0.0006994,0.0005413,0.0018584,0.0227580,-0.0218811,600
SP500,2002-09-04,0.0179651,0.0020784,0.0008945,0.0036751,0.0276213,-0.0227121,600
SP500,2001-11-08,0.0211883,0.0012182,0.0003967,0.0020962,0.0205274,-0.0184547,600
SP500,2002-01-10,-0.0152782,0.0007745,0.0002700,0.0011282,0.0163908,-0.0163623,600
SP500,2008-05-12,0.0164223,0.0020219,0.0002989,0.0036766,0.0174982,-0.0174430,600
SP500,2007-07-24,-0.0369084,0.0007172,0.0003181,0.0025371,0.0178356,-0.0195172,600
SP500,2007-04-09,0.0164196,0.0016896,0.0001978,0.0038938,0.0142553,-0.0139276,600
SP500,2005-07-21,0.0135936,0.0004271,0.0002064,0.0021214,0.0125458,-0.0137977,600
SP500,2009-07-29,0.0282725,-0.0005372,0.0003582,0.0010746,0.0162073,-0.0202937,600
SP500,2011-06-02,-0.0182338,0.0001474,0.0002827,0.0007828,0.0159548,-0.0164466,600
SP500,2007-09-12,0.0390538,0.0022767,0.0003455,0.0038684,0.0186889,-0.0177572,600
SP500,2001-01-04,-0.0048900,0.0015509,0.0002926,0.0030666,0.0160839,-0.0167206,600
SP500,2002-06-26,-0.0200713,0.0006059,0.0011087,0.0033989,0.0286357,-0.0267186,600
SP500,2009-12-16,0.0102868,0.0010926,0.0002290,0.0015804,0.0154175,-0.0134758,600
SP500,2002-12-12,-0.0192218,0.0010498,0.0004487,0.0008129,0.0226402,-0.0204257,600
SP500,2006-09-05,-0.0001904,0.0009608,0.0001992,0.0022991,0.0138064,-0.0137359,600
SP500,2010-03-19,0.0057677,0.0011111,0.0002085,0.0029341,0.0143220,-0.0149867,600
SP500,2006-03-09,0.0260173,0.0014208,0.0002855,0.0019573,0.0179731,-0.0155082,600
SP500,2002-02-01,-0.0231509,0.0013592,0.0003800,0.0030612,0.0177252,-0.0191777,600
SP500,2000-12-19,0.0178616,0.0031258,0.0006553,0.0033220,0.0271159,-0.0200710,600
SP500,2000-03-29,-0.0140204,0.0011983,0.0004023,0.0019045,0.0206852,-0.0187886,600
SP500,2007-11-28,0.0108848,0.0033417,0.0004823,0.0041151,0.0230421,-0.0171106,600
SP500,2003-12-31,0.0179869,0.0020998,0.0002278,0.0039644,0.0151009,-0.0147486,600
SP500,2006-09-12,0.0035339,0.0005042,0.0002617,0.0019573,0.0142328,-0.0178701,600
SP500,2006-01-31,-0.0197643,0.0016978,0.0002039,0.0029436,0.0147753,-0.0139907,600
SP500,2003-06-19,-0.0089273,0.0007177,0.0002971,0.0018937,0.0165049,-0.0165389,600
SP500,2006-12-29,-0.0043644,0.0012043,0.0002567,0.0018185,0.0159717,-0.0158407,600
SP500,2011-04-21,0.0196130,0.0003508,0.0002253,0.0016084,0.0139788,-0.0152748,600
SP500,2001-09-10,-0.1160049,0.0017419,0.0006787,0.0025898,0.0242469,-0.0215214,600
SP500,2006-01-17,-0.0125261,0.0003526,0.0002125,0.0013885,0.0142212,-0.0161228,600
SP500,2000-02-10,-0.0201647,0.0004129,0.0002422,0.0014157,0.0153273,-0.0157247,600
SP500,2009-10-13,0.0166514,0.0006315,0.0003860,0.0020962,0.0193227,-0.0197288,600
SP500,2005-07-13,0.0097360,0.0018353,0.0002579,0.0042550,0.0153608,-0.0151110,600
SP500,2001-10-08,0.0259215,0.0003583,0.0004062,0.0016739,0.0197989,-0.0200170,600
SP500,2003-07-08,-0.0073623,0.0013885,0.0002673,0.0029025,0.0151154,-0.0145519,600
SP500,2008-10-29,0.0243847,0.0035119,0.0012741,0.0053307,0.0341509,-0.0283035,600
SP500,2004-07-06,-0.0009586,0.0010331,0.0003391,0.0025409,0.0183663,-0.0191513,600
SP500,2003-10-08,0.0125558,-0.0002839,0.0003088,0.0014697,0.0137027,-0.0189076,600
SP500,2008-12-23,0.0464457,0.0028079,0.0004805,0.0021596,0.0250248,-0.0177212,600
SP500,2004-06-15,0.0021201,0.0010623,0.0002948,0.0022477,0.0164544,-0.0167971,600
SP500,2011-01-27,0.0058174,0.0014066,0.0002716,0.0027753,0.0157331,-0.0156918,600
SP500,2001-01-16,0.0254400,0.0038527,0.0004349,0.0045462,0.0228481,-0.0148802,600
SP500,2008-04-28,0.0079635,0.0009777,0.0002685,0.0035154,0.0144781,-0.0175894,600
SP500,2000-09-27,0.0054326,0.0022550,0.0003076,0.0020096,0.0204190,-0.0155506,600
SP500,2003-08-27,0.0312804,0.0011707,0.0002577,0.0026698,0.0163470,-0.0156570,600
SP500,2006-11-14,0.0068834,0.0015373,0.0002329,0.0036345,0.0147567,-0.0162699,600
SP500,2009-12-29,0.0097141,-0.0000124,0.0002808,0.0012458,0.0144622,-0.0176684,600
SP500,2007-02-06,-0.0025829,0.0016666,0.0002174,0.0038535,0.0141996,-0.0140009,600
SP500,2010-04-05,0.0076130,0.0004980,0.0002121,0.0017413,0.0135593,-0.0137311,600
SP500,2010-02-03,-0.0265657,0.0010249,0.0003223,0.0026117,0.0158151,-0.0185712,600
SP500,2009-09-01,0.0353994,0.0024831,0.0003492,0.0029812,0.0210737,-0.0168766,600
SP500,2001-08-29,-0.0367069,0.0014954,0.0003614,0.0012025,0.0213844,-0.0179430,600
SP500,2003-07-31,-0.0163484,0.0006062,0.0001972,0.0017066,0.0133736,-0.0135863,600
SP500,2002-11-14,0.0326119,0.0020308,0.0005590,0.0038966,0.0251030,-0.0232309,600
SP500,2011-08-05,-0.0171505,0.0041411,0.0013620,0.0048183,0.0358095,-0.0248833,600
SP500,2007-03-02,0.0112963,0.0014852,0.0007599,0.0022148,0.0257000,-0.0221724,600
SP500,2007-03-21,-0.0124108,0.0016279,0.0003468,0.0028480,0.0182393,-0.0155183,600
SP500,2011-08-02,-0.0650054,0.0018596,0.0011302,0.0030002,0.0316874,-0.0240754,600
SP500,2006-05-08,-0.0227681,0.0007627,0.0002066,0.0022091,0.0135178,-0.0139580,600
SP500,2008-05-08,0.0185235,-0.0000478,0.0002764,0.0006107,0.0157352,-0.0166180,600
SP500,2002-02-21,0.0238494,0.0010935,0.0004211,0.0020543,0.0191147,-0.0189462,600
SP500,2004-11-23,0.0122607,0.0016518,0.0002571,0.0025513,0.0173469,-0.0158407,600
SP500,2003-06-05,0.0084533,0.0002222,0.0003003,0.0028294,0.0143659,-0.0186620,600
SP500,2008-02-04,-0.0301922,0.0008827,0.0002611,0.0022496,0.0148611,-0.0148579,600
SP500,2008-06-05,-0.0457107,0.0016016,0.0002466,0.0024725,0.0161697,-0.0152782,600
SP500,2006-09-25,0.0037320,0.0015254,0.0001703,0.0027335,0.0120721,-0.0129747,600
SP500,2010-07-22,0.0071868,0.0044483,0.0003814,0.0052358,0.0228424,-0.0159242,600
SP500,2007-12-06,-0.0125585,0.0006598,0.0003687,0.0020962,0.0175345,-0.0187886,600
SP500,2009-09-25,-0.0183554,0.0015783,0.0003619,0.0032020,0.0185320,-0.0185285,600
SP500,2009-03-18,0.0245862,0.0012597,0.0006237,0.0039142,0.0215903,-0.0234203,600
SP500,2005-06-17,-0.0208635,0.0019077,0.0002100,0.0037310,0.0145443,-0.0148339,600
SP500,2008-10-13,-0.0178900,0.0034094,0.0015333,0.0053115,0.0349327,-0.0260308,600
SP500,2010-08-27,0.0374980,0.0021108,0.0007753,0.0026063,0.0265030,-0.0245580,600
SP500,2000-05-08,0.0197939,0.0012912,0.0004910,0.0001422,0.0244805,-0.0215395,600
SP500,2010-11-04,-0.0061586,0.0007165,0.0002632,0.0022433,0.0146208,-0.0156380,600
SP500,2011-07-14,0.0266872,0.0021553,0.0004485,0.0024073,0.0224346,-0.0181855,600
SP500,2011-05-02,-0.0109681,0.0006262,0.0002583,0.0031220,0.0143502,-0.0168574,600
SP500,2003-04-10,0.0252415,0.0007645,0.0003908,0.0012140,0.0201310,-0.0187463,600
SP500,2000-11-16,-0.0222615,0.0021771,0.0008589,0.0045714,0.0265030,-0.0250108,600
SP500,2003-06-23,-0.0072736,0.0022319,0.0003322,0.0015903,0.0208653,-0.0152782,600
SP500,2005-05-09,-0.0111551,0.0009247,0.0002777,0.0021120,0.0147567,-0.0166684,600
SP500,2010-05-11,-0.0302737,0.0009720,0.0007717,0.0023036,0.0259059,-0.0252111,600
SP500,2008-01-25,0.0487070,0.0012435,0.0008019,0.0021868,0.0265030,-0.0252111,600
SP500,2000-07-20,-0.0307240,0.0007960,0.0002776,0.0015930,0.0164544,-0.0166261,600
SP500,2001-04-17,0.0148177,0.0008115,0.0003186,0.0031959,0.0150989,-0.0185794,600
SP500,2009-10-14,-0.0097251,0.0010306,0.0003420,0.0021355,0.0167148,-0.0183978,600
SP500,2007-03-29,0.0149241,0.0010813,0.0003161,0.0019212,0.0168185,-0.0177483,600
SP500,2009-01-29,0.0008401,0.0005045,0.0004514,0.0030515,0.0197283,-0.0217363,600
SP500,2009-09-21,-0.0015780,0.0010884,0.0002283,0.0029290,0.0144142,-0.0145462,600
SP500,2006-05-22,-0.0017431,0.0015002,0.0004731,0.0009059,0.0228838,-0.0197799,600
SP500,2000-05-24,0.0355670,0.0016496,0.0007644,0.0033220,0.0251184,-0.0227121,600
SP500,2003-07-28,-0.0137479,0.0019822,0.0002177,0.0033613,0.0146536,-0.0134443,600
SP500,2002-03-05,0.0169612,0.0010626,0.0003540,0.0020962,0.0182184,-0.0184547,600
SP500,2003-03-25,-0.0185884,0.0011050,0.0004626,0.0023152,0.0215903,-0.0205622,600
SP500,2000-02-17,-0.0395459,0.0017803,0.0005897,0.0021285,0.0246546,-0.0239379,600
SP500,2003-05-29,0.0426477,0.0006256,0.0002918,0.0028294,0.0145406,-0.0176684,600
SP500,2002-07-16,-0.1145914,0.0029182,0.0012678,0.0049990,0.0326043,-0.0260308,600
SP500,2007-11-08,-0.0160161,0.0016320,0.0004890,0.0005009,0.0243628,-0.0201144,600
SP500,2006-08-24,0.0059873,0.0001364,0.0002168,0.0011138,0.0143108,-0.0157247,600
SP500,2005-03-07,-0.0150820,0.0026103,0.0002100,0.0043904,0.0150409,-0.0137479,600
SP500,2004-10-06,-0.0248676,0.0003279,0.0002895,0.0024636,0.0143458,-0.0183648,600
SP500,2001-04-05,0.0278434,0.0024261,0.0009563,0.0045714,0.0271159,-0.0250052,600
SP500,2004-11-15,-0.0055499,0.0019768,0.0002260,0.0034050,0.0149977,-0.0132819,600
SP500,2002-09-23,-0.0220943,0.0013276,0.0009369,0.0029889,0.0275661,-0.0245590,600
SP500,2005-03-29,0.0137554,0.0013599,0.0003595,0.0024426,0.0188278,-0.0185819,600
SP500,2005-03-08,-0.0177788,0.0009101,0.0002130,0.0021206,0.0139111,-0.0145316,600
SP500,2001-05-07,-0.0115472,0.0012770,0.0002699,0.0022705,0.0157449,-0.0151530,600
SP500,2003-01-08,0.0091106,0.0006095,0.0004064,0.0017665,0.0194544,-0.0189096,600
SP500,2011-01-26,0.0057071,0.0017005,0.0002514,0.0029657,0.0158814,-0.0157847,600
SP500,2000-09-06,-0.0049187,0.0004340,0.0002375,0.0014156,0.0150873,-0.0155082,600
SP500,2009-09-02,0.0496507,0.0023175,0.0004663,0.0029062,0.0224346,-0.0201000,600
SP500,2008-02-05,0.0091423,0.0006153,0.0004104,0.0022022,0.0201820,-0.0195841,600
SP500,2010-01-22,-0.0163864,0.0021227,0.0004710,0.0025949,0.0225696,-0.0202488,600
SP500,2001-06-08,-0.0400012,0.0018945,0.0002489,0.0021120,0.0165049,-0.0136101,600
SP500,2004-04-27,-0.0163077,0.0018585,0.0002947,0.0022950,0.0178909,-0.0145578,600
SP500,2006-09-06,0.0136972,0.0004462,0.0002229,0.0015673,0.0142050,-0.0156674,600
SP500,2009-08-13,-0.0052926,0.0014234,0.0002213,0.0022365,0.0143525,-0.0135621,600
SP500,2006-08-03,-0.0066080,0.0012531,0.0001830,0.0026147,0.0130669,-0.0128502,600
SP500,2000-10-02,-0.0238123,0.0018556,0.0003247,0.0029785,0.0189514,-0.0162739,600
SP500,2000-05-15,-0.0355559,0.0019564,0.0002905,0.0026502,0.0167820,-0.0145519,600
SP500,2003-08-28,0.0184975,0.0021333,0.0002561,0.0039745,0.0158814,-0.0167610,600
SP500,2005-09-19,-0.0125018,0.0004886,0.0002605,0.0022277,0.0138905,-0.0177572,600
SP500,2005-04-29,0.0125340,0.0009835,0.0002782,0.0019467,0.0155162,-0.0175894,600
SP500,2006-06-06,-0.0317760,0.0005128,0.0002700,0.0006320,0.0155137,-0.0152980,600
SP500,2009-06-18,0.0020580,0.0017261,0.0005285,0.0010031,0.0248030,-0.0210653,600
SP500,2000-08-24,0.0062122,0.0017163,0.0002145,0.0033989,0.0144628,-0.0149694,600
SP500,2002-02-28,0.0459101,0.0013830,0.0002581,0.0039452,0.0147772,-0.0154714,600
SP500,2000-04-17,0.0542299,0.0039571,0.0009658,0.0054325,0.0301441,-0.0223152,600
SP500,2007-01-31,0.0081906,0.0009763,0.0002303,0.0023147,0.0138845,-0.0138293,600
SP500,2000-10-06,-0.0247127,0.0019914,0.0003372,0.0020121,0.0191608,-0.0155082,600
SP500,2007-07-31,0.0147326,0.0010243,0.0009108,0.0022830,0.0270052,-0.0245077,600
SP500,2008-02-13,-0.0180513,0.0019169,0.0005979,0.0039746,0.0230421,-0.0243525,600
SP500,2001-10-24,-0.0234242,0.0027742,0.0003303,0.0037211,0.0199445,-0.0156664,600
SP500,2004-08-06,0.0007802,0.0022803,0.0003912,0.0028607,0.0204866,-0.0179339,600
SP500,2005-03-02,-0.0025370,0.0015054,0.0002999,0.0023590,0.0167073,-0.0147926,600
SP500,2006-02-06,-0.0017075,0.0021603,0.0002775,0.0020706,0.0191654,-0.0152782,600
SP500,2006-09-14,0.0013295,0.0022591,0.0003135,0.0029657,0.0175229,-0.0151119,600
SP500,2001-11-13,0.0031341,0.0002497,0.0003332,0.0013458,0.0166292,-0.0175161,600
SP500,2005-10-31,0.0130902,0.0016624,0.0002565,0.0035005,0.0154157,-0.0165797,600
SP500,2000-07-18,-0.0129005,0.0017341,0.0002308,0.0031579,0.0146900,-0.0139907,600
SP500,2000-08-29,-0.0116502,0.0014132,0.0001933,0.0032176,0.0138064,-0.0147665,600
SP500,2008-11-13,-0.1743133,0.0035474,0.0014768,0.0052951,0.0355670,-0.0265031,600
SP500,2000-02-23,0.0135960,0.0022455,0.0004587,0.0026805,0.0228387,-0.0186231,600
SP500,2003-04-07,0.0060232,0.0003971,0.0003515,0.0003311,0.0176440,-0.0168809,600
SP500,2004-05-19,0.0241208,0.0016850,0.0002480,0.0024725,0.0165165,-0.0140640,600
SP500,2010-06-28,-0.0432823,0.0013357,0.0006474,0.0016826,0.0246758,-0.0204601,600
SP500,2009-06-03,0.0079312,0.0015935,0.0004409,0.0036857,0.0205274,-0.0186608,600
SP500,2008-09-11,-0.0340579,0.0029518,0.0005484,0.0032492,0.0256681,-0.0203768,600
SP500,2010-03-05,0.0099148,0.0015389,0.0002162,0.0030922,0.0143302,-0.0143659,600
SP500,2006-06-07,-0.0207857,0.0019320,0.0003868,0.0035238,0.0196039,-0.0188883,600
SP500,2010-08-04,-0.0335066,0.0010317,0.0002927,0.0010935,0.0169975,-0.0156481,600
SP500,2004-12-28,-0.0210047,0.0021608,0.0002229,0.0028920,0.0156600,-0.0132000,600
SP500,2000-09-20,-0.0170670,0.0016822,0.0004278,0.0016484,0.0206173,-0.0186855,600
SP500,2002-02-22,0.0384828,0.0027168,0.0003877,0.0040765,0.0207394,-0.0181320,600
SP500,2008-05-06,-0.0107314,0.0004128,0.0002560,0.0012757,0.0149905,-0.0156142,600
SP500,2003-11-04,-0.0063423,0.0010444,0.0002650,0.0027054,0.0152629,-0.0161917,600
SP500,2005-04-20,0.0165978,0.0009911,0.0004805,-0.0004000,0.0248030,-0.0205810,600
SP500,2010-01-14,-0.0493704,0.0004832,0.0001877,0.0022054,0.0118915,-0.0134401,600
SP500,2006-03-10,0.0201573,0.0023010,0.0002873,0.0036020,0.0176343,-0.0159396,600
SP500,2008-03-19,0.0210563,0.0002880,0.0003699,0.0022442,0.0167955,-0.0188316,600
SP500,2003-01-02,0.0203953,0.0040646,0.0004180,0.0055416,0.0207994,-0.0158692,600
SP500,2009-01-09,-0.0451845,0.0007506,0.0004769,0.0018762,0.0218931,-0.0206932,600
SP500,2003-05-01,0.0043327,0.0003563,0.0002713,0.0019260,0.0149162,-0.0162703,600
SP500,2008-11-07,-0.0619770,0.0007648,0.0005739,0.0011560,0.0248033,-0.0225047,600
SP500,2011-06-28,0.0328148,0.0005215,0.0002783,0.0021958,0.0145007,-0.0167971,600
SP500,2010-03-08,0.0105490,-0.0000553,0.0002688,0.0021623,0.0138324,-0.0177361,600
SP500,2005-02-28,0.0180376,0.0014980,0.0003756,0.0020864,0.0189514,-0.0171786,600
SP500,2007-02-02,-0.0071320,0.0018816,0.0003153,0.0029268,0.0170199,-0.0152748,600
SP500,2001-11-21,0.0027879,0.0011071,0.0003170,0.0020542,0.0175632,-0.0171541,600
SP500,2006-01-25,0.0140588,0.0019881,0.0003697,0.0026173,0.0189683,-0.0173661,600
SP500,2004-09-01,0.0112758,0.0004800,0.0002239,0.0017812,0.0140177,-0.0149867,600
SP500,2006-11-27,0.0196533,0.0002869,0.0002501,0.0007327,0.0158136,-0.0150258,600
SP500,2011-01-04,0.0033696,0.0007429,0.0001886,0.0021260,0.0124274,-0.0132306,600
SP500,2005-11-25,-0.0024995,-0.0001809,0.0002675,0.0013704,0.0133389,-0.0183648,600
SP500,2007-12-14,0.0112470,0.0027449,0.0003672,0.0021291,0.0227478,-0.0155389,600
SP500,2001-06-20,-0.0098681,0.0014883,0.0005639,0.0025142,0.0244805,-0.0240644,600
SP500,2003-09-03,-0.0149571,0.0016355,0.0002794,0.0042886,0.0152819,-0.0153779,600
SP500,2006-12-15,-0.0114428,0.0008790,0.0002135,0.0014004,0.0140389,-0.0134098,600
SP500,2007-01-18,-0.0017316,0.0009438,0.0002052,0.0025370,0.0139111,-0.0142857,600
SP500,2005-12-13,-0.0061621,0.0014364,0.0002302,0.0035759,0.0148783,-0.0167624,600
SP500,2007-04-25,0.0003344,0.0018735,0.0001919,0.0032176,0.0146295,-0.0122554,600
SP500,2007-05-14,0.0146026,0.0012110,0.0002029,0.0024852,0.0138905,-0.0142704,600
SP500,2005-03-09,-0.0156917,0.0014054,0.0002517,0.0020834,0.0158122,-0.0152088,600
SP500,2009-04-14,0.0101961,-0.0004340,0.0003349,-0.0003854,0.0167820,-0.0184299,600
SP500,2000-11-02,-0.0197294,0.0013496,0.0003660,0.0013071,0.0191661,-0.0157220,600
SP500,2008-12-12,0.0092642,0.0006231,0.0004636,0.0015222,0.0193909,-0.0191494,600
SP500,2001-02-06,-0.0247437,0.0024155,0.0002789,0.0029825,0.0187777,-0.0155389,600
SP500,2008-09-10,-0.0614022,0.0013220,0.0007407,0.0018495,0.0257000,-0.0208048,600
SP500,2003-07-24,0.0088733,0.0017318,0.0003451,0.0023810,0.0198884,-0.0175873,600
SP500,2010-11-23,0.0214613,0.0011787,0.0003583,0.0017083,0.0196485,-0.0175537,600
SP500,2008-06-26,-0.0157815,0.0018028,0.0005183,0.0000514,0.0241492,-0.0195502,600
SP500,2003-10-03,0.0079721,0.0008981,0.0003052,0.0010496,0.0184084,-0.0154924,600
SP500,2005-09-06,-0.0017756,0.0017539,0.0002345,0.0025839,0.0159053,-0.0132000,600
SP500,2006-04-12,0.0181194,0.0022446,0.0003168,0.0021291,0.0209581,-0.0156634,600
SP500,2008-11-10,-0.0744770,0.0032423,0.0007052,0.0029018,0.0282473,-0.0216056,600
SP500,2001-08-06,-0.0076552,0.0004379,0.0002422,0.0015090,0.0147430,-0.0155599,600
SP500,2007-05-10,0.0142678,0.0000893,0.0002375,0.0007751,0.0146036,-0.0165389,600
SP500,2002-07-05,-0.0683903,0.0033208,0.0004218,0.0039073,0.0227478,-0.0165484,600
SP500,2009-02-26,-0.0933544,0.0012896,0.0006731,0.0014676,0.0256613,-0.0222247,600
SP500,2002-07-19,0.0060042,0.0033787,0.0007843,0.0025917,0.0309943,-0.0197799,600
SP500,2006-06-09,-0.0006069,0.0027464,0.0003505,0.0032462,0.0213042,-0.0167578,600
SP500,2009-01-08,-0.0725380,0.0012982,0.0004962,0.0034614,0.0218652,-0.0224145,600
SP500,2000-04-05,-0.0135810,0.0008681,0.0003811,0.0009509,0.0196211,-0.0191743,600
SP500,2003-08-21,-0.0004286,0.0014069,0.0002267,0.0025920,0.0146295,-0.0145316,600
SP500,2006-07-17,0.0214016,0.0003759,0.0004414,-0.0008567,0.0204165,-0.0194459,600
SP500,2004-12-31,-0.0212309,0.0011935,0.0002064,0.0025646,0.0130669,-0.0133718,600
SP500,2004-05-18,0.0197529,0.0032574,0.0002659,0.0043204,0.0188964,-0.0148988,600
SP500,2003-08-11,0.0195290,0.0020589,0.0004498,0.0023810,0.0214576,-0.0185819,600
SP500,2011-10-17,0.0444098,0.0004217,0.0003748,0.0020962,0.0181193,-0.0211938,600
SP500,2005-12-12,-0.0004046,0.0006736,0.0002360,0.0022197,0.0148817,-0.0167624,600
SP500,2003-12-12,0.0135178,0.0005769,0.0002058,0.0020440,0.0130632,-0.0138293,600
SP500,2011-12-20,0.0067187,0.0027896,0.0006120,0.0048091,0.0256613,-0.0245580,600
SP500,2010-03-16,0.0126870,0.0013062,0.0002061,0.0026876,0.0142353,-0.0127431,600
SP500,2008-04-09,0.0075453,-0.0002225,0.0004282,0.0012288,0.0195324,-0.0206932,600
SP500,2004-11-08,0.0162419,0.0002721,0.0003024,0.0031220,0.0139460,-0.0188316,600
SP500,2008-01-10,-0.0613097,0.0016429,0.0008945,0.0032451,0.0266175,-0.0248833,600
SP500,2011-07-27,-0.0341408,0.0009255,0.0004315,0.0016113,0.0211207,-0.0193928,600
SP500,2005-10-28,0.0181323,0.0031009,0.0003083,0.0045343,0.0184744,-0.0160480,600
SP500,2003-04-01,0.0230757,0.0008415,0.0008489,0.0023834,0.0252328,-0.0254708,600
SP500,2005-11-21,0.0020959,0.0016466,0.0002152,0.0030540,0.0146536,-0.0138293,600
SP500,2001-02-01,-0.0298077,0.0012335,0.0002357,0.0024452,0.0141992,-0.0137562,600
SP500,2004-10-01,-0.0082722,0.0013205,0.0002722,0.0020486,0.0166802,-0.0145578,600
SP500,2010-04-28,-0.0213957,0.0014664,0.0003210,0.0022749,0.0188884,-0.0176482,600
