patternID,endDate,actualReturn,mean,variance,median,upside,downside,#searchResults
SP500,2006-06-08,-0.0014071,0.0019475,0.0003687,0.0014481,0.0206424,-0.0167971,600
SP500,2002-11-11,0.0275853,0.0011027,0.0004893,0.0015735,0.0233262,-0.0216116,600
SP500,2004-03-16,-0.0150806,0.0004287,0.0009574,0.0021134,0.0262553,-0.0241850,600
SP500,2001-05-02,-0.0093812,0.0014467,0.0002973,0.0039774,0.0157369,-0.0164026,600
SP500,2003-09-29,0.0275884,0.0021107,0.0005257,0.0020117,0.0238904,-0.0203768,600
SP500,2000-03-16,0.0472276,0.0009786,0.0003260,0.0021401,0.0160984,-0.0155946,600
SP500,2007-03-23,-0.0106190,-0.0002280,0.0003080,0.0015142,0.0142353,-0.0187353,600
SP500,2005-09-29,-0.0294784,0.0020811,0.0002376,0.0029022,0.0157331,-0.0133451,600
SP500,2006-01-27,-0.0153382,0.0027205,0.0003045,0.0037362,0.0185397,-0.0151119,600
SP500,2001-11-02,0.0304545,0.0024763,0.0004234,0.0034550,0.0221625,-0.0182534,600
SP500,2000-06-06,0.0079570,0.0015131,0.0004095,0.0025927,0.0206566,-0.0185827,600
SP500,2000-07-31,0.0338894,0.0011967,0.0008166,0.0027603,0.0242764,-0.0227121,600
SP500,2006-04-18,-0.0042378,0.0036196,0.0003368,0.0041480,0.0208402,-0.0151712,600
SP500,2008-06-27,-0.0203930,0.0017192,0.0005154,0.0000514,0.0238333,-0.0197799,600
SP500,2011-11-01,0.0473126,0.0007716,0.0004452,0.0004419,0.0210967,-0.0182338,600
SP500,2006-07-03,-0.0060615,0.0016670,0.0002313,0.0029659,0.0149954,-0.0141030,600
SP500,2002-04-24,-0.0061109,0.0020481,0.0004278,0.0018169,0.0229357,-0.0180227,600
SP500,2008-01-17,-0.0019801,0.0035123,0.0005287,0.0028607,0.0277448,-0.0179339,600
SP500,2007-08-23,-0.0033231,0.0012507,0.0002833,0.0027725,0.0154035,-0.0156142,600
SP500,2003-03-27,0.0091305,0.0009370,0.0003380,0.0011939,0.0190784,-0.0177212,600
SP500,2011-08-17,-0.0136445,0.0015206,0.0005245,0.0038621,0.0215903,-0.0217565,600
SP500,2009-04-20,0.0301782,-0.0000069,0.0004194,0.0020368,0.0195235,-0.0214849,600
SP500,2007-12-19,0.0160152,0.0018429,0.0007677,0.0030002,0.0254045,-0.0241429,600
SP500,2005-06-10,0.0157331,0.0016382,0.0002436,0.0029435,0.0151449,-0.0159619,600
SP500,2004-02-06,0.0026690,0.0021565,0.0001900,0.0028708,0.0141992,-0.0121477,600
SP500,2003-10-24,0.0211874,0.0014150,0.0003054,0.0023803,0.0185861,-0.0178883,600
SP500,2007-06-28,0.0164241,0.0014055,0.0004821,0.0007456,0.0228424,-0.0196855,600
SP500,2011-07-07,-0.0327737,0.0008079,0.0004050,0.0032892,0.0190232,-0.0211465,600
SP500,2011-08-26,-0.0024049,0.0022355,0.0007411,0.0041665,0.0263348,-0.0263640,600
SP500,2004-05-11,-0.0036149,0.0036021,0.0003782,0.0038487,0.0224608,-0.0152465,600
SP500,2000-07-05,0.0322840,0.0012636,0.0002573,0.0025845,0.0147430,-0.0142857,600
SP500,2005-06-08,0.0099692,0.0013850,0.0002064,0.0020950,0.0148732,-0.0134758,600
SP500,2000-09-12,-0.0149056,0.0015526,0.0003603,0.0023740,0.0189579,-0.0196783,600
SP500,2007-01-19,-0.0058161,0.0012687,0.0001994,0.0034193,0.0141337,-0.0149237,600
SP500,2001-01-29,-0.0072278,0.0016972,0.0002338,0.0026612,0.0155487,-0.0135726,600
SP500,2008-06-19,-0.0444434,0.0036825,0.0003208,0.0048821,0.0213430,-0.0158407,600
SP500,2007-09-14,0.0279602,0.0009222,0.0002918,0.0010496,0.0157593,-0.0151119,600
SP500,2010-09-15,0.0081862,0.0014219,0.0002249,0.0020724,0.0149774,-0.0137311,600
SP500,2008-02-20,0.0146982,0.0012085,0.0002679,0.0029115,0.0154751,-0.0167971,600
SP500,2007-10-31,-0.0476061,0.0019367,0.0002313,0.0039690,0.0149533,-0.0151110,600
SP500,2004-07-14,-0.0158259,0.0024773,0.0003152,0.0024792,0.0198949,-0.0166081,600
SP500,2006-12-08,0.0122354,0.0001052,0.0002138,0.0017812,0.0128449,-0.0152733,600
SP500,2002-10-08,0.1035878,0.0010380,0.0006962,0.0007125,0.0262553,-0.0223670,600
SP500,2011-02-15,-0.0155195,0.0004255,0.0002077,0.0025370,0.0137541,-0.0157247,600
SP500,2001-09-19,-0.0089164,0.0040918,0.0012151,0.0055841,0.0332803,-0.0252111,600
SP500,2008-03-03,-0.0435426,0.0013505,0.0004707,0.0014862,0.0221676,-0.0188235,600
SP500,2011-01-19,0.0114749,0.0016756,0.0002128,0.0028493,0.0147005,-0.0135497,600
SP500,2000-10-03,-0.0276488,0.0020613,0.0003434,0.0023938,0.0213430,-0.0175537,600
SP500,2004-01-21,-0.0166780,0.0023337,0.0002013,0.0042074,0.0148531,-0.0140009,600
SP500,2011-10-14,0.0111630,0.0010363,0.0004740,0.0038621,0.0198392,-0.0227242,600
SP500,2003-11-21,0.0336527,0.0014430,0.0004012,0.0016484,0.0203583,-0.0196855,600
SP500,2004-11-05,0.0154351,0.0011014,0.0002921,0.0036555,0.0147416,-0.0176379,600
SP500,2006-07-26,0.0071034,0.0013411,0.0002713,0.0039658,0.0153608,-0.0163458,600
SP500,2004-10-19,0.0071245,0.0010814,0.0003474,0.0023201,0.0180070,-0.0181072,600
SP500,2001-12-12,0.0109845,0.0010865,0.0004572,0.0016241,0.0212565,-0.0199330,600
SP500,2007-10-10,-0.0135874,0.0006423,0.0002140,0.0014826,0.0139111,-0.0137192,600
SP500,2010-09-29,0.0133132,0.0012611,0.0002652,0.0022200,0.0158814,-0.0151119,600
SP500,2011-09-27,-0.0437561,0.0020300,0.0011603,0.0039615,0.0309943,-0.0276056,600
SP500,2003-11-10,-0.0033234,0.0006675,0.0002495,0.0020861,0.0147902,-0.0171145,600
SP500,2011-07-25,-0.0377516,-0.0000692,0.0002686,0.0024977,0.0145122,-0.0176684,600
SP500,2003-10-17,-0.0100161,0.0014316,0.0002269,0.0025961,0.0146900,-0.0138837,600
SP500,2001-03-08,-0.0720938,0.0019950,0.0003416,0.0021940,0.0192902,-0.0156664,600
SP500,2011-02-04,0.0139450,0.0008746,0.0002865,0.0010496,0.0155902,-0.0149327,600
SP500,2006-11-29,0.0095893,0.0021145,0.0002692,0.0032640,0.0174335,-0.0156373,600
SP500,2006-08-23,0.0095747,0.0007171,0.0003170,0.0016098,0.0168228,-0.0168225,600
SP500,2001-12-10,-0.0048863,0.0005722,0.0003147,0.0008418,0.0164938,-0.0165485,600
SP500,2000-10-12,0.0443532,0.0042929,0.0007476,0.0039611,0.0313481,-0.0193335,600
SP500,2011-09-29,0.0039383,0.0024720,0.0009899,0.0046395,0.0285722,-0.0265031,600
SP500,2007-09-26,0.0092892,0.0002720,0.0003897,0.0016976,0.0177586,-0.0190930,600
SP500,2001-11-28,0.0370662,0.0000538,0.0003105,0.0011562,0.0155137,-0.0179371,600
SP500,2010-11-29,0.0297703,0.0003225,0.0002946,0.0012512,0.0153054,-0.0176482,600
SP500,2010-11-08,-0.0208461,-0.0002258,0.0003068,0.0022595,0.0139460,-0.0194491,600
SP500,2011-05-24,-0.0013143,0.0033728,0.0003306,0.0044531,0.0207249,-0.0164307,600
SP500,2007-07-13,-0.0118519,0.0006447,0.0002436,0.0021755,0.0147794,-0.0162954,600
SP500,2011-06-27,0.0451371,-0.0000640,0.0002982,0.0013032,0.0149272,-0.0177483,600
SP500,2001-02-05,-0.0177212,0.0007291,0.0002416,0.0016477,0.0157352,-0.0148899,600
SP500,2010-09-22,0.0092128,0.0007237,0.0002095,0.0016283,0.0142553,-0.0144355,600
SP500,2004-11-11,0.0085814,0.0009332,0.0003487,0.0018743,0.0175345,-0.0174631,600
SP500,2008-04-15,0.0311068,0.0021487,0.0004840,0.0023869,0.0224346,-0.0197018,600
SP500,2003-12-18,0.0061606,0.0028300,0.0002231,0.0046521,0.0154448,-0.0147486,600
SP500,2000-01-18,-0.0310004,0.0008878,0.0003489,0.0016739,0.0181193,-0.0174631,600
SP500,2004-05-05,-0.0216222,0.0023118,0.0004177,0.0027403,0.0218178,-0.0181072,600
SP500,2002-11-13,0.0358288,0.0021924,0.0005057,0.0025755,0.0241723,-0.0208471,600
SP500,2008-10-20,-0.1385022,0.0011450,0.0004536,0.0028334,0.0206581,-0.0207313,600
SP500,2005-05-20,0.0079880,0.0009080,0.0003232,0.0019893,0.0176562,-0.0156481,600
SP500,2000-02-15,-0.0294997,0.0027322,0.0004181,0.0030741,0.0224346,-0.0174803,600
SP500,2001-09-25,0.0385865,0.0026350,0.0012261,0.0052464,0.0310827,-0.0267186,600
SP500,2009-08-03,0.0044582,0.0013067,0.0002289,0.0031900,0.0146828,-0.0156380,600
SP500,2002-03-18,-0.0288963,0.0013493,0.0002344,0.0024954,0.0143206,-0.0137574,600
SP500,2010-06-23,-0.0561610,0.0012788,0.0004504,0.0016209,0.0217570,-0.0189054,600
SP500,2009-12-30,0.0135561,0.0004870,0.0002688,0.0013369,0.0143454,-0.0166247,600
SP500,2001-01-02,0.0136604,0.0010851,0.0004093,0.0016674,0.0211138,-0.0191364,600
SP500,2006-02-01,-0.0131076,0.0019388,0.0001927,0.0036261,0.0143302,-0.0135497,600
SP500,2009-05-13,0.0221174,0.0009154,0.0003741,0.0009185,0.0202204,-0.0180335,600
SP500,2011-02-17,-0.0153309,0.0013062,0.0001927,0.0024454,0.0131866,-0.0116505,600
SP500,2002-01-29,-0.0096489,-0.0000343,0.0003991,0.0004132,0.0194643,-0.0202488,600
SP500,2008-12-09,0.0275806,0.0009875,0.0007009,0.0025619,0.0244583,-0.0268812,600
SP500,2009-09-30,0.0004730,0.0019784,0.0003505,0.0035631,0.0186889,-0.0167610,600
SP500,2004-08-17,0.0133862,0.0013797,0.0002555,0.0025765,0.0154624,-0.0149064,600
SP500,2006-10-19,0.0161819,-0.0005791,0.0002188,0.0010851,0.0133653,-0.0165485,600
SP500,2009-01-28,-0.0478899,0.0009719,0.0005784,0.0022291,0.0200294,-0.0205767,600
SP500,2000-04-14,0.0540337,0.0020493,0.0007619,0.0012357,0.0281344,-0.0201000,600
SP500,2000-04-24,0.0268488,0.0028877,0.0006011,0.0047502,0.0242039,-0.0221724,600
SP500,2001-07-31,-0.0056389,0.0028901,0.0003875,0.0033874,0.0198827,-0.0163934,600
SP500,2005-11-29,0.0049464,0.0008321,0.0002363,0.0022206,0.0147567,-0.0156917,600
SP500,2003-05-27,0.0211040,0.0039982,0.0004806,0.0051134,0.0232241,-0.0174169,600
SP500,2005-09-22,0.0107524,0.0023515,0.0003317,0.0042450,0.0188964,-0.0179339,600
SP500,2004-05-28,0.0176143,0.0005054,0.0002904,0.0027909,0.0147276,-0.0180850,600
SP500,2005-05-24,0.0068254,0.0013481,0.0003318,0.0026239,0.0172127,-0.0174027,600
SP500,2008-07-11,0.0170958,0.0021252,0.0005203,0.0009694,0.0241492,-0.0191743,600
SP500,2011-03-14,0.0015350,0.0009258,0.0004335,0.0007604,0.0201312,-0.0191179,600
SP500,2004-05-17,0.0104327,0.0014844,0.0004390,0.0010960,0.0207948,-0.0183289,600
SP500,2003-07-01,0.0202480,0.0022032,0.0003694,0.0023810,0.0201689,-0.0166483,600
SP500,2003-12-29,0.0127898,0.0025559,0.0002319,0.0039658,0.0156031,-0.0133764,600
SP500,2000-03-23,-0.0258159,0.0022420,0.0004301,0.0038084,0.0215218,-0.0187291,600
SP500,2009-04-24,0.0130335,0.0011442,0.0003290,0.0025996,0.0172613,-0.0179545,600
SP500,2006-02-02,-0.0055553,-0.0002759,0.0002531,0.0007183,0.0148127,-0.0171306,600
SP500,2010-04-06,0.0066082,0.0013096,0.0002168,0.0035479,0.0143585,-0.0156917,600
SP500,2004-01-16,0.0136336,0.0009820,0.0002199,0.0022365,0.0141491,-0.0139095,600
SP500,2009-11-06,0.0226129,0.0006001,0.0002682,0.0024107,0.0150833,-0.0168853,600
SP500,2011-06-14,0.0059401,0.0028447,0.0003418,0.0026721,0.0202567,-0.0158044,600
SP500,2007-06-06,-0.0011269,-0.0001943,0.0002444,0.0010851,0.0142426,-0.0176523,600
SP500,2011-02-23,0.0007954,0.0020462,0.0003589,0.0029990,0.0197596,-0.0171118,600
SP500,2010-09-02,0.0178425,0.0007713,0.0002801,0.0023975,0.0149977,-0.0157049,600
SP500,2001-10-19,0.0289991,0.0030870,0.0003394,0.0032508,0.0211005,-0.0157180,600
SP500,2005-03-28,0.0015669,0.0024821,0.0003276,0.0041133,0.0187351,-0.0169031,600
SP500,2005-01-06,-0.0087887,0.0016140,0.0004079,0.0025126,0.0196933,-0.0188778,600
SP500,2004-02-17,-0.0154712,0.0021758,0.0002461,0.0029869,0.0159635,-0.0137848,600
SP500,2001-05-15,0.0479735,0.0015231,0.0002768,0.0026150,0.0172457,-0.0171659,600
SP500,2001-02-27,-0.0032910,0.0030796,0.0011600,0.0053621,0.0309943,-0.0270930,600
SP500,2006-08-10,0.0201838,0.0018720,0.0002396,0.0025265,0.0165514,-0.0147472,600
SP500,2009-01-02,-0.0444838,0.0018781,0.0003841,0.0040107,0.0175067,-0.0177131,600
SP500,2009-09-08,0.0265655,0.0037046,0.0005364,0.0045113,0.0234942,-0.0181467,600
SP500,2011-04-12,-0.0011719,0.0017772,0.0002846,0.0019524,0.0186889,-0.0164041,600
SP500,2011-04-29,-0.0171677,0.0007535,0.0003210,0.0020962,0.0162766,-0.0184049,600
SP500,2007-05-03,-0.0072684,0.0004133,0.0002205,0.0014655,0.0139788,-0.0152733,600
SP500,2009-09-23,-0.0035726,0.0001865,0.0002374,0.0019467,0.0142426,-0.0175894,600
SP500,2005-04-27,0.0166641,0.0003073,0.0002497,0.0017633,0.0133653,-0.0149867,600
SP500,2006-11-03,0.0121674,0.0011664,0.0002898,0.0023147,0.0176298,-0.0174430,600
SP500,2005-11-17,0.0204779,0.0012826,0.0002190,0.0035084,0.0143302,-0.0158699,600
SP500,2001-05-23,-0.0257788,0.0009266,0.0003635,0.0016674,0.0195324,-0.0183978,600
SP500,2001-02-16,-0.0260309,0.0004919,0.0003630,0.0003839,0.0195847,-0.0190206,600
SP500,2005-10-18,0.0156179,0.0010265,0.0003244,0.0013163,0.0185270,-0.0170989,600
SP500,2011-05-20,-0.0016276,0.0007447,0.0002824,0.0018828,0.0165532,-0.0169037,600
SP500,2004-01-09,0.0160180,0.0018551,0.0002344,0.0035667,0.0147753,-0.0136018,600
SP500,2001-01-10,0.0264226,0.0036533,0.0004020,0.0049099,0.0204866,-0.0174803,600
SP500,2000-01-28,0.0472077,0.0011763,0.0009717,0.0027603,0.0274907,-0.0249147,600
SP500,2007-07-03,-0.0040069,0.0004845,0.0002402,0.0015639,0.0140389,-0.0142857,600
SP500,2002-06-14,-0.0179992,0.0017075,0.0005990,0.0022148,0.0242469,-0.0213645,600
SP500,2008-01-03,-0.0185398,0.0019962,0.0004085,0.0032084,0.0204190,-0.0194537,600
SP500,2004-09-29,0.0244438,0.0026926,0.0003125,0.0030085,0.0188423,-0.0151712,600
SP500,2008-06-30,-0.0049219,0.0016555,0.0008766,0.0030507,0.0266175,-0.0240644,600
SP500,2003-01-27,0.0151508,0.0018027,0.0012518,0.0036751,0.0314959,-0.0255986,600
SP500,2004-07-16,-0.0137917,0.0023129,0.0002909,0.0031442,0.0188789,-0.0166330,600
SP500,2010-03-26,0.0178726,0.0021071,0.0001805,0.0031367,0.0135175,-0.0118673,600
SP500,2002-02-13,-0.0335804,0.0005011,0.0003045,0.0004614,0.0167073,-0.0151179,600
SP500,2001-02-21,-0.0122126,0.0018744,0.0004788,0.0013119,0.0240848,-0.0197018,600
SP500,2007-10-25,-0.0039356,0.0029017,0.0003892,0.0036391,0.0219987,-0.0179294,600
SP500,2003-02-11,0.0192113,0.0009820,0.0004866,-0.0004000,0.0237416,-0.0212507,600
SP500,2008-08-01,0.0285722,0.0015362,0.0004925,0.0024463,0.0209303,-0.0179889,600
SP500,2009-02-25,-0.0680220,0.0031492,0.0015444,0.0052614,0.0354427,-0.0276056,600
SP500,2011-05-25,-0.0057025,0.0025288,0.0003383,0.0032095,0.0202204,-0.0156570,600
SP500,2005-03-23,0.0068740,-0.0000959,0.0004174,-0.0012430,0.0200254,-0.0201000,600
SP500,2005-12-07,0.0122239,0.0012866,0.0002138,0.0022817,0.0147413,-0.0132020,600
SP500,2000-11-15,-0.0485319,0.0019826,0.0008491,0.0039283,0.0247382,-0.0241429,600
SP500,2003-02-07,0.0062674,0.0004683,0.0004548,-0.0012888,0.0224511,-0.0201000,600
SP500,2011-06-06,-0.0111494,0.0028552,0.0004377,0.0031339,0.0225413,-0.0167778,600
SP500,2006-06-15,-0.0084066,0.0027664,0.0004239,0.0023957,0.0236169,-0.0170429,600
SP500,2007-05-01,0.0144116,0.0005134,0.0002002,0.0016396,0.0133736,-0.0139863,600
SP500,2002-08-09,0.0221540,0.0016034,0.0007744,0.0039746,0.0251066,-0.0267186,600
SP500,2008-02-29,-0.0280018,0.0009526,0.0003882,0.0007328,0.0195243,-0.0175475,600
SP500,2010-03-15,0.0132985,0.0003677,0.0002857,0.0014697,0.0144142,-0.0171777,600
SP500,2005-07-29,-0.0062876,0.0001150,0.0002154,0.0017097,0.0126205,-0.0162703,600
SP500,2011-06-21,0.0008877,0.0011422,0.0002183,0.0022632,0.0145443,-0.0134168,600
SP500,2009-03-23,-0.0430053,0.0013239,0.0004193,0.0032892,0.0196028,-0.0198365,600
SP500,2011-01-11,0.0058377,0.0003378,0.0002329,0.0018713,0.0138116,-0.0171145,600
SP500,2011-08-25,0.0389469,0.0021600,0.0008295,0.0045702,0.0281974,-0.0270930,600
SP500,2006-03-31,0.0004865,0.0007093,0.0002510,0.0018078,0.0159717,-0.0167610,600
SP500,2001-01-23,0.0097986,0.0027006,0.0002279,0.0039712,0.0151009,-0.0139276,600
SP500,2008-10-27,0.1382698,0.0034803,0.0014309,0.0056169,0.0349327,-0.0245590,600
SP500,2008-05-15,-0.0205258,0.0029103,0.0003906,0.0037867,0.0193237,-0.0158259,600
SP500,2007-01-24,-0.0013124,0.0006996,0.0001995,0.0022277,0.0124274,-0.0147826,600
SP500,2006-10-16,0.0058142,0.0006624,0.0002229,0.0018253,0.0141419,-0.0142857,600
SP500,2000-03-14,0.0991208,0.0015200,0.0004768,0.0019232,0.0215655,-0.0191743,600
SP500,2005-03-24,0.0012805,0.0004437,0.0004241,0.0009866,0.0187590,-0.0196855,600
SP500,2007-01-04,0.0038637,0.0011421,0.0001995,0.0025081,0.0131866,-0.0147826,600
SP500,2004-04-12,-0.0081907,0.0015220,0.0002532,0.0029750,0.0154752,-0.0155679,600
SP500,2001-11-07,0.0227728,0.0005880,0.0003431,0.0026000,0.0159657,-0.0194491,600
SP500,2005-04-08,-0.0326617,0.0005551,0.0002496,0.0016255,0.0139594,-0.0155599,600
SP500,2002-06-07,-0.0197172,0.0010310,0.0004896,-0.0006780,0.0233269,-0.0203768,600
SP500,2009-06-04,0.0025784,-0.0006123,0.0003719,0.0011874,0.0148992,-0.0224372,600
SP500,2003-11-03,-0.0112463,0.0025304,0.0002503,0.0046521,0.0150989,-0.0147449,600
SP500,2002-07-25,0.0548242,0.0029257,0.0012873,0.0052614,0.0316874,-0.0267186,600
SP500,2008-09-09,-0.0089097,0.0000864,0.0010103,0.0010587,0.0269269,-0.0253231,600
SP500,2002-04-29,-0.0119948,0.0010370,0.0007916,0.0023403,0.0259496,-0.0223670,600
SP500,2004-05-21,0.0247997,0.0013261,0.0002655,0.0025513,0.0167961,-0.0163548,600
SP500,2004-08-27,0.0052899,0.0014747,0.0001989,0.0024772,0.0145287,-0.0130136,600
SP500,2001-08-13,-0.0166878,0.0015220,0.0005327,0.0008656,0.0237506,-0.0212507,600
SP500,2002-09-09,-0.0131346,0.0018513,0.0005959,0.0023933,0.0251030,-0.0245580,600
SP500,2001-09-21,0.0778007,0.0036582,0.0012215,0.0053183,0.0326681,-0.0252111,600
SP500,2008-10-08,-0.0782789,0.0042868,0.0010759,0.0038360,0.0340209,-0.0216056,600
SP500,2000-04-06,-0.0405171,0.0035407,0.0002500,0.0048030,0.0193000,-0.0146988,600
SP500,2010-01-26,0.0102089,0.0024670,0.0007985,0.0025204,0.0280697,-0.0240293,600
SP500,2003-03-26,0.0125869,0.0006473,0.0002995,0.0012140,0.0171937,-0.0168169,600
SP500,2009-06-02,-0.0024451,0.0011954,0.0004133,0.0028907,0.0180522,-0.0189096,600
SP500,2005-10-11,-0.0056799,0.0014399,0.0005092,0.0009059,0.0246546,-0.0204257,600
SP500,2009-11-17,-0.0042059,0.0005007,0.0003055,0.0018645,0.0150843,-0.0166684,600
SP500,2006-10-09,0.0136230,0.0009353,0.0002513,0.0017971,0.0149774,-0.0151233,600
SP500,2006-12-13,0.0073026,0.0013405,0.0001678,0.0025668,0.0122926,-0.0128308,600
SP500,2009-03-05,0.0999048,0.0037104,0.0016745,0.0053307,0.0355670,-0.0262160,600
SP500,2003-05-13,-0.0239520,-0.0000901,0.0002634,0.0012017,0.0143654,-0.0165797,600
SP500,2002-01-18,0.0048601,0.0003401,0.0003754,0.0002468,0.0184626,-0.0191513,600
SP500,2005-10-10,0.0023330,0.0012144,0.0004846,-0.0003607,0.0247382,-0.0203768,600
SP500,2001-06-28,-0.0290409,0.0026853,0.0002988,0.0033211,0.0183289,-0.0143660,600
SP500,2002-11-04,-0.0354048,0.0028952,0.0002357,0.0047651,0.0152819,-0.0143630,600
SP500,2003-01-28,-0.0120437,0.0022511,0.0013353,0.0045137,0.0326043,-0.0264681,600
SP500,2002-09-24,0.0349327,0.0017671,0.0012799,0.0038091,0.0314959,-0.0262160,600
SP500,2006-10-05,0.0071016,0.0008911,0.0002192,0.0019934,0.0136726,-0.0139095,600
SP500,2003-12-16,0.0194302,0.0009976,0.0002373,0.0025961,0.0142972,-0.0135497,600
SP500,2008-04-18,0.0054016,0.0012352,0.0003392,0.0015148,0.0183402,-0.0156481,600
SP500,2010-06-16,-0.0202492,0.0018276,0.0004257,0.0038512,0.0206581,-0.0189096,600
SP500,2004-12-09,0.0117470,0.0011394,0.0002690,0.0016011,0.0159635,-0.0157247,600
SP500,2005-01-18,-0.0230522,0.0007767,0.0002303,0.0020706,0.0138592,-0.0158927,600
SP500,2008-04-04,-0.0274154,0.0005341,0.0003371,0.0012439,0.0175100,-0.0174781,600
SP500,2008-09-17,0.0254931,0.0024831,0.0011404,0.0040523,0.0309943,-0.0250052,600
SP500,2011-10-20,0.0569364,0.0016198,0.0002684,0.0030511,0.0154448,-0.0158213,600
SP500,2000-04-13,-0.0041443,0.0025054,0.0004135,0.0036824,0.0216149,-0.0185108,600
SP500,2002-07-26,0.0133671,0.0026314,0.0012722,0.0053688,0.0315406,-0.0283442,600
SP500,2000-04-28,-0.0136324,0.0009503,0.0002761,0.0013764,0.0169509,-0.0156142,600
SP500,2003-03-20,-0.0081651,0.0013518,0.0004593,0.0036428,0.0211898,-0.0211886,600
SP500,2007-12-11,-0.0153420,0.0004861,0.0003146,0.0007259,0.0160180,-0.0155599,600
SP500,2000-06-08,0.0116715,0.0014760,0.0003420,0.0020682,0.0181193,-0.0170130,600
SP500,2004-11-10,0.0163640,0.0008416,0.0003366,0.0020682,0.0172127,-0.0176684,600
SP500,2006-07-10,-0.0259204,0.0006291,0.0003546,0.0016098,0.0176211,-0.0182053,600
SP500,2009-01-23,-0.0072961,0.0021261,0.0010991,0.0034250,0.0288841,-0.0261990,600
SP500,2011-06-10,0.0004091,0.0024120,0.0004936,0.0013290,0.0259059,-0.0190352,600
SP500,2003-01-23,-0.0481552,0.0008061,0.0008232,0.0023419,0.0246758,-0.0240754,600
SP500,2010-07-29,0.0220421,-0.0002184,0.0003326,0.0010746,0.0154448,-0.0186565,600
SP500,2004-09-16,-0.0134758,0.0014355,0.0001930,0.0022357,0.0140264,-0.0132000,600
SP500,2010-09-10,0.0144562,0.0001330,0.0004905,0.0027359,0.0205274,-0.0228819,600
SP500,2005-06-06,0.0027640,0.0005231,0.0002333,0.0016812,0.0144628,-0.0152733,600
SP500,2003-06-04,0.0113968,0.0012004,0.0003150,0.0021722,0.0175632,-0.0171777,600
SP500,2000-08-16,0.0176504,0.0008436,0.0002908,0.0017083,0.0165350,-0.0165030,600
SP500,2001-08-22,-0.0143739,0.0012336,0.0004168,0.0009878,0.0214928,-0.0196783,600
SP500,2010-02-26,0.0309735,0.0011108,0.0002408,0.0024850,0.0138845,-0.0145429,600
SP500,2004-06-29,-0.0157279,0.0013889,0.0002001,0.0024428,0.0141458,-0.0137192,600
SP500,2001-05-14,0.0511721,0.0024558,0.0002960,0.0029250,0.0187777,-0.0155082,600
SP500,2007-05-16,0.0053760,0.0010314,0.0002332,0.0023943,0.0149174,-0.0158692,600
SP500,2008-10-01,-0.1516890,0.0007492,0.0007704,0.0008468,0.0251365,-0.0244478,600
SP500,2011-11-30,0.0112674,0.0041907,0.0006522,0.0052614,0.0257939,-0.0200096,600
SP500,2009-07-24,0.0083941,0.0000347,0.0003473,0.0018970,0.0151172,-0.0189096,600
SP500,2009-08-21,0.0027287,0.0014890,0.0003882,0.0025438,0.0185397,-0.0172908,600
SP500,2003-01-30,-0.0076485,0.0001486,0.0007593,0.0007401,0.0249476,-0.0227740,600
SP500,2010-02-11,0.0284663,0.0021123,0.0007397,0.0025619,0.0275884,-0.0255311,600
SP500,2000-03-08,0.0186142,0.0016016,0.0004003,0.0016530,0.0218702,-0.0170130,600
SP500,2002-10-10,0.0936412,0.0025700,0.0012880,0.0052614,0.0323470,-0.0276056,600
SP500,2008-05-02,-0.0181201,0.0014694,0.0002325,0.0035670,0.0150464,-0.0156917,600
SP500,2010-01-06,0.0075101,-0.0000533,0.0002292,0.0010496,0.0131866,-0.0163262,600
SP500,2001-03-29,0.0030402,0.0003503,0.0003863,0.0000000,0.0185247,-0.0164714,600
SP500,2000-10-23,0.0020634,0.0012286,0.0003241,0.0022176,0.0183546,-0.0173362,600
SP500,2009-10-29,0.0004878,0.0026897,0.0004927,0.0021167,0.0241723,-0.0188778,600
SP500,2006-03-07,0.0169295,0.0012234,0.0002777,0.0019524,0.0176395,-0.0165888,600
SP500,2007-04-19,0.0159921,0.0010812,0.0002052,0.0020137,0.0143649,-0.0143591,600
SP500,2000-06-20,-0.0172092,0.0015922,0.0002327,0.0037105,0.0144628,-0.0158699,600
SP500,2004-08-23,0.0031670,0.0004969,0.0003060,0.0020395,0.0152326,-0.0184547,600
SP500,2000-09-13,-0.0226075,0.0008203,0.0004235,0.0004126,0.0214928,-0.0189429,600
SP500,2008-09-03,-0.0336789,0.0028902,0.0003547,0.0036160,0.0216013,-0.0166789,600
SP500,2006-03-29,0.0066545,0.0012874,0.0002233,0.0025299,0.0154906,-0.0158692,600
SP500,2004-02-11,-0.0092419,0.0016599,0.0002630,0.0029449,0.0152139,-0.0144355,600
SP500,2000-05-26,0.0650281,0.0011826,0.0009842,0.0040063,0.0261781,-0.0255986,600
SP500,2008-12-31,0.0071741,0.0020749,0.0005135,0.0024798,0.0203085,-0.0179294,600
SP500,2004-09-08,0.0036729,0.0015993,0.0002424,0.0025547,0.0155902,-0.0147356,600
SP500,2000-03-13,0.0527674,0.0002970,0.0003363,0.0016758,0.0160845,-0.0185712,600
SP500,2007-03-13,0.0239414,0.0000591,0.0002819,0.0008236,0.0165514,-0.0162954,600
SP500,2005-08-26,0.0107211,0.0013982,0.0002816,0.0019524,0.0179928,-0.0167624,600
SP500,2008-07-31,-0.0010337,0.0028948,0.0004345,0.0036981,0.0218178,-0.0175511,600
