searchType,similarity,Pattern L,Projection L,searchResults,TP_median1,TN_median1,FP_median1,FN_median1,HR_median1,TP_unc1,TN_unc1,FP_unc1,FN_unc1,HR_unc1,TP_median2,TN_median2,FP_median2,FN_median2,HR_median2,TP_unc2,TN_unc2,FP_unc2,FN_unc2,HR_unc2,r_mean,p_mean,r_median,p_median,rs_mean,ps_mean,rs_median,ps_median,MSE_mean,MAE_mean,MSE_median,MAE_median,num_forecasts,DecileSpread,VigSpread,PerSpread
0,2,10,6,100,10,0,11,0,0.47619,10,0,11,0,0.47619,10,0,11,0,0.47619,10,0,11,0,0.47619,0.17573,0.22305,0.46026,0.017887,0.31039,0.085308,0.51209,0.0088158,0.38886,0.55677,0.39287,0.57109,21,1.0867,0.94765,NaN
0,2,10,7,100,11,0,9,0,0.55,11,0,9,0,0.55,11,0,9,0,0.55,11,0,9,0,0.55,0.12677,0.29716,0.1711,0.23537,0.30526,0.095091,0.31484,0.088184,0.36787,0.52817,0.37571,0.53853,20,0.8339,1.1546,NaN
0,2,10,8,100,11,0,8,0,0.57895,11,0,8,0,0.57895,11,0,8,0,0.57895,11,0,8,0,0.57895,0.047267,0.42381,0.29566,0.10954,0.16491,0.24917,0.25846,0.14267,0.3624,0.50092,0.32772,0.48187,19,0.54636,NaN,NaN
0,2,10,9,100,12,0,6,0,0.66667,12,0,6,0,0.66667,12,0,6,0,0.66667,12,0,6,0,0.66667,0.0052069,0.49182,0.1564,0.26771,0.081527,0.37408,0.13826,0.29215,0.31471,0.46943,0.26572,0.42767,18,0.083556,NaN,NaN
0,2,10,10,100,12,0,5,0,0.70588,12,0,5,0,0.70588,12,0,5,0,0.70588,12,0,5,0,0.70588,-0.094743,0.64121,-0.30946,0.88661,-0.014706,0.5245,-0.26445,0.84749,0.29138,0.47149,0.2562,0.42418,17,-0.58063,NaN,NaN
0,2,10,11,100,14,0,2,0,0.875,14,0,2,0,0.875,14,0,2,0,0.875,14,0,2,0,0.875,-0.22509,0.79903,-0.20774,0.77996,-0.15882,0.7257,-0.14454,0.70336,0.28696,0.46787,0.23019,0.41431,16,-0.45058,NaN,NaN
0,2,10,12,100,15,0,0,0,1,15,0,0,0,1,15,0,0,0,1,15,0,0,0,1,-0.66363,0.99651,-0.63564,0.99456,-0.55,0.98255,-0.50314,0.97205,0.29361,0.47675,0.20476,0.38833,15,-0.39257,NaN,NaN
0,2,11,1,100,15,0,10,0,0.6,15,0,10,0,0.6,15,0,10,0,0.6,15,0,10,0,0.6,0.09901,0.31887,-0.087053,0.66048,0.050769,0.40475,-0.090668,0.66677,0.055238,0.17831,0.057639,0.1781,25,-0.15223,-0.056539,NaN
0,2,11,2,100,11,0,13,0,0.45833,11,0,13,0,0.45833,11,0,13,0,0.45833,11,0,13,0,0.45833,0.16041,0.227,0.088269,0.34085,0.091304,0.3352,0.19926,0.17529,0.16959,0.30344,0.17452,0.27878,24,0.083951,-0.19751,NaN
0,2,11,3,100,11,0,12,0,0.47826,11,0,12,0,0.47826,11,0,12,0,0.47826,11,0,12,0,0.47826,0.29209,0.088124,0.13613,0.26785,0.26383,0.11146,0.2353,0.1399,0.29346,0.43818,0.3056,0.41019,23,0.98114,0.69433,NaN
0,2,11,4,100,9,0,13,0,0.40909,9,0,13,0,0.40909,9,0,13,0,0.40909,9,0,13,0,0.40909,0.24609,0.1348,0.20866,0.17569,0.22981,0.15105,0.13572,0.27351,0.39924,0.54556,0.40784,0.52495,22,1.1398,1.3426,NaN
0,2,11,5,100,11,0,10,0,0.52381,11,0,10,0,0.52381,11,0,10,0,0.52381,11,0,10,0,0.52381,0.1765,0.22203,0.25297,0.13428,0.25584,0.1309,0.33519,0.068726,0.38089,0.55027,0.37341,0.53868,21,1.242,1.2777,NaN
0,2,11,6,100,10,0,10,0,0.5,10,0,10,0,0.5,10,0,10,0,0.5,10,0,10,0,0.5,0.10812,0.32501,0.40829,0.036953,0.21805,0.17706,0.4421,0.025483,0.39909,0.56449,0.40262,0.57731,20,0.87292,1.1585,NaN
0,2,11,7,100,11,0,8,0,0.57895,11,0,8,0,0.57895,11,0,8,0,0.57895,11,0,8,0,0.57895,0.045459,0.4267,0.012107,0.48038,0.25614,0.14428,0.11921,0.31346,0.37736,0.53259,0.38884,0.54371,19,0.30003,NaN,NaN
0,2,11,8,100,11,0,7,0,0.61111,11,0,7,0,0.61111,11,0,7,0,0.61111,11,0,7,0,0.61111,-0.063219,0.5984,0.12845,0.30575,-0.081527,0.62905,0.12987,0.30375,0.35,0.48912,0.32988,0.47026,18,-0.070614,NaN,NaN
0,2,11,9,100,12,0,5,0,0.70588,12,0,5,0,0.70588,12,0,5,0,0.70588,12,0,5,0,0.70588,-0.069537,0.60457,-0.25397,0.83736,-0.14461,0.71383,-0.19907,0.77816,0.28133,0.43889,0.25743,0.41433,17,-0.6682,NaN,NaN
0,2,11,10,100,12,0,4,0,0.75,12,0,4,0,0.75,12,0,4,0,0.75,12,0,4,0,0.75,-0.17692,0.74391,-0.31664,0.88393,-0.22059,0.79803,-0.23669,0.81127,0.24,0.42013,0.22337,0.39302,16,-1.1594,NaN,NaN
0,2,11,11,100,14,0,1,0,0.93333,14,0,1,0,0.93333,14,0,1,0,0.93333,14,0,1,0,0.93333,-0.21163,0.77553,-0.17671,0.73566,-0.20357,0.77111,-0.15067,0.70402,0.22821,0.41432,0.20253,0.39172,15,-0.39612,NaN,NaN
0,2,11,12,100,14,0,0,0,1,14,0,0,0,1,14,0,0,0,1,14,0,0,0,1,-0.60101,0.98849,-0.60999,0.98973,-0.59121,0.98625,-0.5837,0.98579,0.27326,0.45929,0.21133,0.38949,14,-0.074041,NaN,NaN
0,2,12,1,100,14,0,10,0,0.58333,14,0,10,0,0.58333,14,0,10,0,0.58333,14,0,10,0,0.58333,-0.0055626,0.51029,-0.14086,0.74426,0.049565,0.4091,-0.064009,0.61682,0.051942,0.17035,0.053134,0.16697,24,0.021128,-0.12474,NaN
0,2,12,2,100,10,0,13,0,0.43478,10,0,13,0,0.43478,10,0,13,0,0.43478,10,0,13,0,0.43478,0.042188,0.42421,-0.099271,0.67388,0.013834,0.4757,-0.0089712,0.5162,0.17763,0.30852,0.18638,0.29073,23,-0.04668,0.14837,NaN
0,2,12,3,100,10,0,12,0,0.45455,10,0,12,0,0.45455,10,0,12,0,0.45455,10,0,12,0,0.45455,0.073414,0.37271,-0.015899,0.52799,0.080745,0.36023,0.14437,0.26076,0.31239,0.45484,0.32653,0.42724,22,0.32655,0.3407,NaN
0,2,12,4,100,8,0,13,0,0.38095,8,0,13,0,0.38095,8,0,13,0,0.38095,8,0,13,0,0.38095,0.042592,0.42728,0.025383,0.45652,0.066234,0.38777,-0.065404,0.6109,0.42643,0.5677,0.43427,0.54826,21,0.79854,0.81641,NaN
0,2,12,5,100,11,0,9,0,0.55,11,0,9,0,0.55,11,0,9,0,0.55,11,0,9,0,0.55,-0.0089206,0.51489,0.077533,0.37263,0.02406,0.46075,0.14227,0.27481,0.40048,0.56365,0.39427,0.55424,20,0.66673,-0.088814,NaN
0,2,12,6,100,10,0,9,0,0.52632,10,0,9,0,0.52632,10,0,9,0,0.52632,10,0,9,0,0.52632,-0.049151,0.57919,0.16329,0.25208,-0.022807,0.53875,0.14432,0.27778,0.41908,0.57824,0.41517,0.58534,19,0.58731,NaN,NaN
0,2,12,7,100,11,0,7,0,0.61111,11,0,7,0,0.61111,11,0,7,0,0.61111,11,0,7,0,0.61111,-0.11516,0.67545,-0.17831,0.7605,-0.027864,0.54583,-0.19181,0.77711,0.38125,0.53245,0.3946,0.54318,18,-0.59456,NaN,NaN
0,2,12,8,100,11,0,6,0,0.64706,11,0,6,0,0.64706,11,0,6,0,0.64706,11,0,6,0,0.64706,-0.19925,0.77837,-0.048034,0.57263,-0.22794,0.8139,-0.16605,0.73792,0.33849,0.47248,0.32706,0.462,17,-0.37731,NaN,NaN
0,2,12,9,100,12,0,4,0,0.75,12,0,4,0,0.75,12,0,4,0,0.75,12,0,4,0,0.75,-0.15907,0.72188,-0.39477,0.93489,-0.13235,0.69149,-0.14893,0.70901,0.25268,0.40819,0.23628,0.38843,16,-0.79927,NaN,NaN
0,2,12,10,100,12,0,3,0,0.8,12,0,3,0,0.8,12,0,3,0,0.8,12,0,3,0,0.8,-0.20469,0.76785,-0.21659,0.78094,-0.071429,0.60371,-0.066368,0.5929,0.20823,0.38436,0.19794,0.37143,15,-0.011282,NaN,NaN
0,2,12,11,100,13,0,1,0,0.92857,13,0,1,0,0.92857,13,0,1,0,0.92857,13,0,1,0,0.92857,-0.26038,0.8157,-0.18405,0.73561,-0.15165,0.7028,-0.14333,0.68752,0.22529,0.408,0.20677,0.39353,14,-0.061641,NaN,NaN
0,2,12,12,100,13,0,0,0,1,13,0,0,0,1,13,0,0,0,1,13,0,0,0,1,-0.70277,0.99631,-0.79413,0.99941,-0.70879,0.99593,-0.72728,0.99758,0.27667,0.46257,0.22869,0.40574,13,-0.39257,NaN,NaN
